fecha,categoria,total
2024-08-11,1,90
2024-08-11,2,11
2024-08-11,10,40
2024-08-11,11,40
2024-08-11,1,122.5
2024-08-11,1,88
2024-08-11,8,143
2024-08-11,1,13
2024-08-11,9,130
2024-08-11,9,20
2024-08-11,1,90
2024-08-11,2,90
2024-08-11,4,80
2024-08-11,4,136
2024-08-11,6,220
2024-08-11,3,192
2024-08-11,3,80.25
2024-08-11,3,83
2024-08-11,8,75
2024-08-11,8,174
2024-08-11,8,143
2024-08-11,1,88
2024-08-11,1,88
2024-08-11,1,2100
2024-08-11,5,1590
2024-08-11,4,290
2024-08-11,1,25
2024-08-11,1,122.5
2024-08-11,3,105
2024-08-11,3,96
2024-08-11,3,80.25
2024-08-11,7,140
2024-08-11,1,195
2024-08-11,1,245
2024-08-11,1,88
2024-08-11,1,90
2024-08-11,1,66
2024-08-11,2,18.25
2024-08-11,2,18.25
2024-08-11,11,28
2024-08-11,11,28
2024-08-11,7,140
2024-08-11,1,160
2024-08-11,1,35
2024-08-11,10,65
2024-08-11,10,50
2024-08-11,2,132
2024-08-11,9,286
2024-08-11,1,86
2024-08-11,1,25
2024-08-11,11,142.65
2024-08-11,2,821.25
2024-08-11,3,96
2024-08-11,10,80
2024-08-11,2,20
2024-08-11,5,109
2024-08-11,3,37
2024-08-11,5,108
2024-08-11,1,150
2024-08-11,1,216
2024-08-11,9,35
2024-08-11,1,35
2024-08-11,1,170
2024-08-11,5,132
2024-08-11,2,120
2024-08-11,2,90
2024-08-11,10,40
2024-08-11,5,109
2024-08-11,3,60
2024-08-11,3,105
2024-08-11,3,89.5
2024-08-11,4,80
2024-08-11,9,36
2024-08-11,1,144
2024-08-11,3,358
2024-08-11,3,179
2024-08-11,3,90
2024-08-11,3,83
2024-08-11,4,80
2024-08-11,3,53.5
2024-08-11,4,53.5
2024-08-11,4,53.5
2024-08-11,1,65
2024-08-11,2,60
2024-08-11,3,96
2024-08-11,9,200
2024-08-11,1,150
2024-08-11,11,28
2024-08-11,11,28
2024-08-11,1,122.5
2024-08-11,1,122.5
2024-08-11,4,80
2024-08-11,4,230
2024-08-11,4,78
2024-08-11,4,78
2024-08-11,4,78
2024-08-11,5,66
2024-08-11,5,104.5
2024-08-11,2,58
2024-08-11,4,68
2024-08-11,6,110
2024-08-11,1,40
2024-08-11,1,129
2024-08-11,1,135
2024-08-11,3,268.5
2024-08-11,11,28
2024-08-11,3,105
2024-08-11,1,176
2024-08-11,1,245
2024-08-11,3,83
2024-08-11,7,140
2024-08-11,9,70
2024-08-11,5,55
2024-08-11,6,111
2024-08-11,10,40
2024-08-11,10,40
2024-08-11,10,40
2024-08-11,10,85
2024-08-11,10,50
2024-08-11,10,50
2024-08-11,10,160
2024-08-11,10,40
2024-08-11,10,65
2024-08-11,1,320
2024-08-11,1,88
2024-08-11,1,122.5
2024-08-11,1,88
2024-08-11,3,60
2024-08-11,3,60
2024-08-11,3,60
2024-08-11,3,60
2024-08-11,2,58
2024-08-11,3,37
2024-08-11,7,37
2024-08-11,3,37
2024-08-11,1,90
2024-08-11,1,43
2024-08-11,2,58
2024-08-11,1,170
2024-08-11,3,53.5
2024-08-11,4,53.5
2024-08-11,4,78
2024-08-11,4,78
2024-08-11,8,75
2024-08-11,4,78
2024-08-11,1,86
2024-08-11,1,90
2024-08-11,7,140
2024-08-11,11,112
2024-08-11,9,60
2024-08-11,9,18
2024-08-11,2,90
2024-08-11,10,85
2024-08-11,10,40
2024-08-11,10,40
2024-08-11,10,40
2024-08-11,10,80
2024-08-11,10,40
2024-08-11,10,65
2024-08-11,10,80
2024-08-11,10,20
2024-08-11,10,20
2024-08-11,3,179
2024-08-11,5,218
2024-08-11,1,122.5
2024-08-11,1,245
2024-08-11,1,88
2024-08-11,4,120
2024-08-11,2,30
2024-08-11,1,122.5
2024-08-11,8,118
2024-08-11,8,75
2024-08-11,8,145
2024-08-11,8,145
2024-08-11,1,88
2024-08-11,1,122.5
2024-08-11,1,135
2024-08-11,1,36
2024-08-12,8,170
2024-08-12,6,110
2024-08-12,1,88
2024-08-12,3,2640
2024-08-12,4,1140
2024-08-12,4,1140
2024-08-12,4,1140
2024-08-12,5,502.5
2024-08-12,5,640
2024-08-12,1,88
2024-08-12,3,537
2024-08-12,4,320
2024-08-12,4,156
2024-08-12,4,156
2024-08-12,4,156
2024-08-12,3,156
2024-08-12,2,150
2024-08-12,2,235
2024-08-12,2,310
2024-08-12,5,209
2024-08-12,6,111
2024-08-12,8,75
2024-08-12,1,352
2024-08-12,10,160
2024-08-12,10,160
2024-08-12,1,735
2024-08-12,10,100
2024-08-12,10,100
2024-08-12,10,130
2024-08-12,10,105
2024-08-12,10,240
2024-08-12,10,80
2024-08-12,10,120
2024-08-12,10,80
2024-08-12,10,212
2024-08-12,3,210
2024-08-12,1,215
2024-08-12,9,120
2024-08-12,9,18
2024-08-12,9,35
2024-08-12,2,116
2024-08-12,2,118.5
2024-08-12,11,142.65
2024-08-12,4,230
2024-08-12,5,218
2024-08-12,5,264
2024-08-12,3,179
2024-08-12,4,78
2024-08-12,4,78
2024-08-12,4,78
2024-08-12,4,80
2024-08-12,4,80
2024-08-12,3,60
2024-08-12,2,225
2024-08-12,2,225
2024-08-12,2,117
2024-08-12,2,18.25
2024-08-12,2,18.25
2024-08-12,1,150
2024-08-12,9,160
2024-08-12,9,40
2024-08-12,9,125
2024-08-12,11,100.1
2024-08-12,10,120
2024-08-12,10,40
2024-08-12,11,28
2024-08-12,11,28
2024-08-12,11,28
2024-08-12,11,28
2024-08-12,11,30
2024-08-12,10,38
2024-08-12,11,144
2024-08-12,10,100
2024-08-12,10,80
2024-08-12,10,80
2024-08-12,10,120
2024-08-12,11,90
2024-08-12,10,80
2024-08-12,1,45
2024-08-12,4,53.5
2024-08-12,1,180
2024-08-12,1,172
2024-08-12,3,166
2024-08-12,10,100
2024-08-12,10,80
2024-08-12,5,588
2024-08-12,1,1275
2024-08-12,1,225
2024-08-12,6,111
2024-08-12,1,200
2024-08-12,1,1365
2024-08-12,9,44
2024-08-12,6,138
2024-08-12,1,122.5
2024-08-12,1,180
2024-08-12,1,70
2024-08-12,3,268.5
2024-08-12,9,38
2024-08-12,1,490
2024-08-12,4,188
2024-08-12,4,145
2024-08-12,3,83
2024-08-12,3,80.25
2024-08-12,5,218
2024-08-12,5,66
2024-08-12,3,105
2024-08-12,3,89.5
2024-08-12,5,197
2024-08-12,4,78
2024-08-12,1,88
2024-08-12,1,122.5
2024-08-12,1,45
2024-08-12,1,43
2024-08-12,10,40
2024-08-12,10,50
2024-08-12,10,65
2024-08-12,10,65
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,2,20
2024-08-12,2,40.04
2024-08-12,9,20
2024-08-12,9,20
2024-08-12,11,28
2024-08-12,11,28
2024-08-12,1,102
2024-08-12,9,129
2024-08-12,10,40
2024-08-12,10,20
2024-08-12,5,197
2024-08-12,4,70
2024-08-12,1,528
2024-08-12,1,160
2024-08-12,1,367.5
2024-08-12,1,90
2024-08-12,1,86
2024-08-12,10,65
2024-08-12,1,155
2024-08-12,8,286
2024-08-12,7,280
2024-08-12,10,65
2024-08-12,10,120
2024-08-12,10,80
2024-08-12,10,120
2024-08-12,10,200
2024-08-12,10,160
2024-08-12,10,320
2024-08-12,10,40
2024-08-12,1,490
2024-08-12,1,88
2024-08-12,1,1200
2024-08-12,1,840
2024-08-12,1,135
2024-08-12,4,78
2024-08-12,4,78
2024-08-12,10,80
2024-08-12,10,80
2024-08-12,9,18
2024-08-12,5,5300
2024-08-12,1,88
2024-08-12,4,180
2024-08-12,1,78
2024-08-12,4,78
2024-08-12,4,53.5
2024-08-12,5,197
2024-08-12,1,45
2024-08-12,9,537.5
2024-08-12,8,143
2024-08-12,1,122.5
2024-08-12,3,89.5
2024-08-12,3,89.5
2024-08-12,9,40
2024-08-12,9,40
2024-08-12,3,179
2024-08-12,3,90
2024-08-12,3,78
2024-08-12,3,105
2024-08-12,4,78
2024-08-12,4,78
2024-08-12,5,109
2024-08-12,9,70
2024-08-12,2,80
2024-08-12,3,80.25
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,11,28
2024-08-12,11,28
2024-08-12,2,235
2024-08-12,11,20.02
2024-08-12,2,18.25
2024-08-12,9,322.5
2024-08-12,3,520
2024-08-12,3,445
2024-08-12,1,122.5
2024-08-12,9,70
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,3,145
2024-08-12,5,500
2024-08-12,4,120
2024-08-12,1,88
2024-08-12,5,132
2024-08-12,1,170
2024-08-12,1,56
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,11,29.9
2024-08-12,10,40
2024-08-12,9,45
2024-08-12,1,88
2024-08-12,10,20
2024-08-12,5,110
2024-08-12,1,88
2024-08-12,3,105
2024-08-12,9,40
2024-08-12,3,268.5
2024-08-12,3,179
2024-08-12,3,315
2024-08-12,9,35
2024-08-12,7,40
2024-08-12,8,170
2024-08-12,8,75
2024-08-12,3,96
2024-08-12,5,109
2024-08-12,9,20
2024-08-12,2,90
2024-08-12,2,120
2024-08-12,3,95
2024-08-12,3,96
2024-08-12,3,78
2024-08-12,3,89.5
2024-08-12,4,120
2024-08-12,3,89
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,80
2024-08-12,10,50
2024-08-12,1,80
2024-08-12,3,53.5
2024-08-12,4,53.5
2024-08-12,2,118.5
2024-08-12,7,140
2024-08-12,6,110
2024-08-12,11,56
2024-08-12,11,28
2024-08-12,4,30
2024-08-12,1,122.5
2024-08-12,1,78
2024-08-12,4,120
2024-08-12,1,245
2024-08-12,2,40
2024-08-12,4,230
2024-08-12,3,105
2024-08-12,10,50
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,11,29.9
2024-08-12,11,30
2024-08-12,11,270
2024-08-12,10,76
2024-08-12,2,36.5
2024-08-12,4,70
2024-08-12,11,30
2024-08-12,9,20
2024-08-12,11,28
2024-08-12,11,28
2024-08-12,9,70
2024-08-12,5,109
2024-08-12,3,105
2024-08-12,3,78
2024-08-12,3,80.25
2024-08-12,4,78
2024-08-12,4,53.5
2024-08-12,10,50
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,11,20.02
2024-08-12,5,109
2024-08-12,3,105
2024-08-12,1,122.5
2024-08-12,4,78
2024-08-12,5,197
2024-08-12,5,195
2024-08-12,1,43
2024-08-12,11,32
2024-08-12,11,38.5
2024-08-12,1,135
2024-08-12,1,129
2024-08-12,8,145
2024-08-12,8,75
2024-08-12,1,264
2024-08-12,5,109
2024-08-12,5,197
2024-08-12,5,250
2024-08-12,9,322.5
2024-08-12,11,84
2024-08-12,11,84
2024-08-12,3,401.25
2024-08-12,3,240.75
2024-08-12,3,192
2024-08-12,3,89.5
2024-08-12,4,78
2024-08-12,5,197
2024-08-12,3,105
2024-08-12,8,145
2024-08-12,1,176
2024-08-12,8,170
2024-08-12,11,13
2024-08-12,1,122.5
2024-08-12,1,36
2024-08-12,10,50
2024-08-12,10,50
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,10,40
2024-08-12,8,143
2024-08-12,10,76
2024-08-12,7,140
2024-08-12,2,20
2024-08-12,2,46
2024-08-12,2,40
2024-08-12,1,122.5
2024-08-12,1,80
2024-08-12,4,1170
2024-08-12,4,1880
2024-08-12,3,1170
2024-08-12,3,780
2024-08-12,3,1245
2024-08-12,5,3940
2024-08-12,4,1800
2024-08-12,8,1144
2024-08-12,4,546
2024-08-12,1,546
2024-08-12,2,237
2024-08-12,2,234
2024-08-12,7,110
2024-08-12,1,122.5
2024-08-12,1,88
2024-08-12,1,122.5
2024-08-12,1,122.5
2024-08-12,8,87
2024-08-12,1,13
2024-08-12,1,88
2024-08-12,10,750
2024-08-12,10,750
2024-08-12,10,500
2024-08-12,10,600
2024-08-12,10,600
2024-08-12,10,200
2024-08-12,10,200
2024-08-12,4,140
2024-08-12,2,130
2024-08-12,10,40
2024-08-12,10,20
2024-08-12,1,122.5
2024-08-12,3,80.25
2024-08-12,1,13
2024-08-12,1,10
2024-08-12,1,88
2024-08-12,10,60
2024-08-12,1,88
2024-08-13,3,391.25
2024-08-13,3,391.25
2024-08-13,3,391.25
2024-08-13,3,470
2024-08-13,3,410
2024-08-13,4,382.5
2024-08-13,4,382.5
2024-08-13,4,382.5
2024-08-13,3,619.5
2024-08-13,3,390
2024-08-13,3,520
2024-08-13,5,130
2024-08-13,10,85
2024-08-13,10,80
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,65
2024-08-13,5,250
2024-08-13,4,145
2024-08-13,3,9800
2024-08-13,3,880
2024-08-13,3,880
2024-08-13,1,1275
2024-08-13,3,750
2024-08-13,3,750
2024-08-13,2,577.5
2024-08-13,1,122.5
2024-08-13,1,72
2024-08-13,1,13
2024-08-13,3,401.25
2024-08-13,3,384
2024-08-13,5,648
2024-08-13,3,179
2024-08-13,5,975
2024-08-13,3,420
2024-08-13,3,180
2024-08-13,3,179
2024-08-13,4,156
2024-08-13,4,156
2024-08-13,4,156
2024-08-13,6,222
2024-08-13,1,122.5
2024-08-13,9,11
2024-08-13,4,140
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,4,120
2024-08-13,4,80
2024-08-13,5,436
2024-08-13,1,176
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,2,11
2024-08-13,2,5
2024-08-13,11,38.5
2024-08-13,11,40
2024-08-13,2,10
2024-08-13,11,40
2024-08-13,11,10
2024-08-13,8,22.5
2024-08-13,11,20
2024-08-13,1,23
2024-08-13,9,120
2024-08-13,10,100
2024-08-13,10,40
2024-08-13,10,20
2024-08-13,9,100
2024-08-13,10,40
2024-08-13,10,80
2024-08-13,2,60.06
2024-08-13,2,40
2024-08-13,2,20
2024-08-13,11,20
2024-08-13,11,20
2024-08-13,10,40
2024-08-13,10,80
2024-08-13,1,168
2024-08-13,4,120
2024-08-13,3,160.5
2024-08-13,3,89.5
2024-08-13,5,392
2024-08-13,3,210
2024-08-13,3,72
2024-08-13,3,60
2024-08-13,3,78
2024-08-13,10,100
2024-08-13,10,40
2024-08-13,10,160
2024-08-13,10,240
2024-08-13,1,122.5
2024-08-13,4,70
2024-08-13,5,104.5
2024-08-13,8,95
2024-08-13,10,160
2024-08-13,10,85
2024-08-13,10,130
2024-08-13,10,780
2024-08-13,10,630
2024-08-13,6,111
2024-08-13,4,80
2024-08-13,5,109
2024-08-13,10,40
2024-08-13,1,30
2024-08-13,11,30
2024-08-13,10,40
2024-08-13,1,88
2024-08-13,1,40
2024-08-13,1,122.5
2024-08-13,4,290
2024-08-13,1,176
2024-08-13,3,358
2024-08-13,3,120
2024-08-13,3,60
2024-08-13,5,500
2024-08-13,5,250
2024-08-13,1,95
2024-08-13,5,327
2024-08-13,3,315
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,3,160.5
2024-08-13,5,110
2024-08-13,4,70
2024-08-13,10,40
2024-08-13,10,80
2024-08-13,10,40
2024-08-13,10,80
2024-08-13,10,80
2024-08-13,10,200
2024-08-13,10,80
2024-08-13,1,129
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,120
2024-08-13,10,80
2024-08-13,10,80
2024-08-13,1,65
2024-08-13,3,105
2024-08-13,3,96
2024-08-13,1,86
2024-08-13,1,180
2024-08-13,1,122.5
2024-08-13,7,140
2024-08-13,1,612.5
2024-08-13,8,143
2024-08-13,8,145
2024-08-13,8,75
2024-08-13,1,264
2024-08-13,9,45
2024-08-13,6,110
2024-08-13,1,110
2024-08-13,9,82
2024-08-13,1,45
2024-08-13,4,20
2024-08-13,7,110
2024-08-13,1,10
2024-08-13,1,10
2024-08-13,1,10
2024-08-13,1,65
2024-08-13,9,10
2024-08-13,11,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,1,95
2024-08-13,1,95
2024-08-13,5,132
2024-08-13,5,109
2024-08-13,4,387.5
2024-08-13,10,45
2024-08-13,8,143
2024-08-13,5,132
2024-08-13,5,104.5
2024-08-13,3,60
2024-08-13,10,80
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,50
2024-08-13,10,50
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,3,179
2024-08-13,3,210
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,3,78
2024-08-13,3,89.5
2024-08-13,1,367.5
2024-08-13,1,176
2024-08-13,5,197
2024-08-13,7,115
2024-08-13,5,109
2024-08-13,5,390
2024-08-13,3,525
2024-08-13,3,268.5
2024-08-13,3,166
2024-08-13,3,160.5
2024-08-13,4,145
2024-08-13,3,89
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,5,250
2024-08-13,5,195
2024-08-13,3,156
2024-08-13,4,136
2024-08-13,10,65
2024-08-13,10,65
2024-08-13,5,218
2024-08-13,3,89.5
2024-08-13,1,122.5
2024-08-13,1,43
2024-08-13,1,264
2024-08-13,1,88
2024-08-13,1,88
2024-08-13,3,80.25
2024-08-13,9,20
2024-08-13,5,197
2024-08-13,3,105
2024-08-13,5,52.25
2024-08-13,1,35
2024-08-13,1,44
2024-08-13,2,132
2024-08-13,5,109
2024-08-13,2,18.25
2024-08-13,2,5
2024-08-13,5,132
2024-08-13,9,70
2024-08-13,9,70
2024-08-13,10,85
2024-08-13,4,136
2024-08-13,1,108
2024-08-13,10,160
2024-08-13,10,80
2024-08-13,3,89
2024-08-13,1,264
2024-08-13,3,89
2024-08-13,3,89.5
2024-08-13,1,180
2024-08-13,3,89.5
2024-08-13,3,89.5
2024-08-13,3,90
2024-08-13,5,216
2024-08-13,1,280
2024-08-13,2,90
2024-08-13,2,120
2024-08-13,1,150
2024-08-13,3,89
2024-08-13,3,60
2024-08-13,3,60
2024-08-13,3,89
2024-08-13,5,52.25
2024-08-13,8,108
2024-08-13,3,83
2024-08-13,3,80.25
2024-08-13,1,170
2024-08-13,1,52
2024-08-13,6,135
2024-08-13,1,327
2024-08-13,1,35
2024-08-13,1,45
2024-08-13,1,43
2024-08-13,10,53
2024-08-13,4,90
2024-08-13,10,40
2024-08-13,10,40
2024-08-13,4,78
2024-08-13,3,96
2024-08-13,3,89.5
2024-08-13,3,105
2024-08-13,2,10
2024-08-13,3,160.5
2024-08-13,3,83
2024-08-13,3,179
2024-08-13,5,132
2024-08-13,5,109
2024-08-13,5,109
2024-08-13,4,78
2024-08-13,4,78
2024-08-13,7,111
2024-08-13,3,111
2024-08-13,3,60
2024-08-13,3,120
2024-08-13,3,83
2024-08-13,3,80.25
2024-08-13,3,83
2024-08-13,3,105
2024-08-13,9,70
2024-08-13,7,140
2024-08-13,1,135
2024-08-13,6,111
2024-08-13,3,80.25
2024-08-13,3,80.25
2024-08-13,5,195
2024-08-13,3,105
2024-08-13,2,10
2024-08-13,2,10
2024-08-13,11,10.01
2024-08-13,2,58
2024-08-13,3,19450
2024-08-13,1,155
2024-08-13,1,122.5
2024-08-13,8,143
2024-08-13,8,90
2024-08-13,1,45
2024-08-14,4,120
2024-08-14,5,198
2024-08-14,5,156.75
2024-08-14,4,120
2024-08-14,5,250
2024-08-14,4,136
2024-08-14,10,38
2024-08-14,1,264
2024-08-14,1,245
2024-08-14,5,197
2024-08-14,4,188
2024-08-14,10,85
2024-08-14,1,90
2024-08-14,3,145
2024-08-14,3,317
2024-08-14,3,166
2024-08-14,5,109
2024-08-14,4,78
2024-08-14,3,210
2024-08-14,5,104.5
2024-08-14,5,66
2024-08-14,1,176
2024-08-14,7,140
2024-08-14,1,144
2024-08-14,1,90
2024-08-14,10,100
2024-08-14,10,80
2024-08-14,10,160
2024-08-14,11,56
2024-08-14,11,28
2024-08-14,11,28
2024-08-14,9,260
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,50
2024-08-14,10,105
2024-08-14,10,80
2024-08-14,3,179
2024-08-14,5,165
2024-08-14,5,195
2024-08-14,5,195
2024-08-14,5,195
2024-08-14,5,330
2024-08-14,3,156
2024-08-14,5,436
2024-08-14,3,420
2024-08-14,4,145
2024-08-14,4,145
2024-08-14,4,78
2024-08-14,4,78
2024-08-14,4,78
2024-08-14,3,166
2024-08-14,3,288
2024-08-14,3,160.5
2024-08-14,3,166
2024-08-14,8,75
2024-08-14,5,250
2024-08-14,10,200
2024-08-14,10,160
2024-08-14,10,80
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,2,73
2024-08-14,2,15
2024-08-14,1,160
2024-08-14,1,90
2024-08-14,11,28
2024-08-14,11,28
2024-08-14,11,28
2024-08-14,11,60
2024-08-14,10,80
2024-08-14,6,110
2024-08-14,1,18
2024-08-14,1,180
2024-08-14,1,122.5
2024-08-14,9,18
2024-08-14,3,96
2024-08-14,10,38
2024-08-14,5,394
2024-08-14,4,230
2024-08-14,5,218
2024-08-14,3,152
2024-08-14,3,83
2024-08-14,3,83
2024-08-14,3,210
2024-08-14,3,144
2024-08-14,6,111
2024-08-14,3,78
2024-08-14,3,78
2024-08-14,4,145
2024-08-14,4,136
2024-08-14,4,78
2024-08-14,4,78
2024-08-14,4,120
2024-08-14,1,90
2024-08-14,1,88
2024-08-14,4,89.75
2024-08-14,5,250
2024-08-14,5,132
2024-08-14,4,78
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,1,26
2024-08-14,4,10
2024-08-14,5,197
2024-08-14,9,20
2024-08-14,1,25
2024-08-14,10,50
2024-08-14,10,50
2024-08-14,10,76
2024-08-14,11,30.03
2024-08-14,10,76
2024-08-14,2,30
2024-08-14,2,16.5
2024-08-14,11,28
2024-08-14,11,28
2024-08-14,2,264
2024-08-14,2,117
2024-08-14,2,90
2024-08-14,11,28
2024-08-14,11,56
2024-08-14,11,84
2024-08-14,11,28
2024-08-14,11,28
2024-08-14,9,210
2024-08-14,1,20
2024-08-14,1,20
2024-08-14,1,280
2024-08-14,1,35
2024-08-14,1,60
2024-08-14,1,60
2024-08-14,8,170
2024-08-14,3,80.25
2024-08-14,4,568
2024-08-14,4,387.5
2024-08-14,3,60
2024-08-14,3,60
2024-08-14,1,160
2024-08-14,1,352
2024-08-14,2,132
2024-08-14,2,5
2024-08-14,2,5
2024-08-14,10,38
2024-08-14,10,50
2024-08-14,10,50
2024-08-14,3,89
2024-08-14,1,13
2024-08-14,1,176
2024-08-14,9,35
2024-08-14,1,5267.5
2024-08-14,5,109
2024-08-14,3,89.5
2024-08-14,8,145
2024-08-14,7,140
2024-08-14,1,43
2024-08-14,3,237.75
2024-08-14,3,96
2024-08-14,5,197
2024-08-14,5,195
2024-08-14,5,195
2024-08-14,3,179
2024-08-14,3,80.25
2024-08-14,4,68
2024-08-14,5,55
2024-08-14,3,83
2024-08-14,8,90
2024-08-14,1,30
2024-08-14,1,176
2024-08-14,2,90
2024-08-14,2,58
2024-08-14,1,43
2024-08-14,1,90
2024-08-14,1,245
2024-08-14,4,78
2024-08-14,4,78
2024-08-14,4,78
2024-08-14,3,179
2024-08-14,3,89
2024-08-14,1,26
2024-08-14,1,135
2024-08-14,3,80.25
2024-08-14,3,83
2024-08-14,10,50
2024-08-14,10,50
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,20
2024-08-14,10,120
2024-08-14,10,40
2024-08-14,2,36.5
2024-08-14,5,197
2024-08-14,10,135
2024-08-14,10,80
2024-08-14,5,197
2024-08-14,3,83
2024-08-14,5,109
2024-08-14,3,89.5
2024-08-14,4,78
2024-08-14,1,43
2024-08-14,1,43
2024-08-14,9,38
2024-08-14,9,30
2024-08-14,10,50
2024-08-14,1,195
2024-08-14,1,200
2024-08-14,1,245
2024-08-14,1,37
2024-08-14,3,179
2024-08-14,11,13
2024-08-14,2,10.01
2024-08-14,2,10.01
2024-08-14,1,155
2024-08-14,1,261
2024-08-14,1,320
2024-08-14,10,85
2024-08-14,10,85
2024-08-14,10,105
2024-08-14,11,20.02
2024-08-14,10,38
2024-08-14,3,83
2024-08-14,8,145
2024-08-14,1,72
2024-08-14,1,155
2024-08-14,1,155
2024-08-14,10,50
2024-08-14,10,50
2024-08-14,8,75
2024-08-14,5,520
2024-08-14,4,231
2024-08-14,4,231
2024-08-14,4,231
2024-08-14,7,175
2024-08-14,1,880
2024-08-14,5,2650
2024-08-14,9,130
2024-08-14,1,155
2024-08-14,1,352
2024-08-14,1,490
2024-08-14,4,160
2024-08-14,3,89.5
2024-08-14,4,70
2024-08-14,5,132
2024-08-14,2,20
2024-08-14,5,218
2024-08-14,4,78
2024-08-14,4,78
2024-08-14,10,160
2024-08-14,10,40
2024-08-14,4,145
2024-08-14,1,122.5
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,4,78
2024-08-14,11,45
2024-08-14,10,40
2024-08-14,7,140
2024-08-14,1,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,8,2130
2024-08-14,3,1500
2024-08-14,3,408
2024-08-14,4,357
2024-08-14,1,110
2024-08-14,1,120
2024-08-14,1,40
2024-08-14,8,75
2024-08-14,11,65
2024-08-14,10,76
2024-08-14,2,46
2024-08-14,11,40
2024-08-14,9,50
2024-08-14,1,44
2024-08-14,10,53
2024-08-14,8,45
2024-08-14,1,88
2024-08-14,1,122.5
2024-08-14,1,18
2024-08-14,10,80
2024-08-14,10,40
2024-08-14,10,80
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,80
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,80
2024-08-14,10,40
2024-08-14,2,20
2024-08-14,2,10
2024-08-14,3,80.25
2024-08-14,2,20
2024-08-14,10,53
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,9,130
2024-08-14,2,18.25
2024-08-14,5,327
2024-08-14,3,210
2024-08-14,3,156
2024-08-14,4,156
2024-08-14,1,122.5
2024-08-14,1,88
2024-08-14,1,66
2024-08-14,1,45
2024-08-14,1,43
2024-08-14,3,83
2024-08-14,3,80.25
2024-08-14,1,160
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,50
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,10,40
2024-08-14,1,26
2024-08-14,1,122.5
2024-08-14,3,2035
2024-08-14,4,360
2024-08-14,3,148
2024-08-14,3,415
2024-08-14,5,3706
2024-08-15,7,280
2024-08-15,2,40
2024-08-15,10,76
2024-08-15,2,30
2024-08-15,2,11
2024-08-15,2,10
2024-08-15,2,18.25
2024-08-15,2,20
2024-08-15,2,5.5
2024-08-15,2,20
2024-08-15,2,80
2024-08-15,2,5.5
2024-08-15,2,10
2024-08-15,1,40
2024-08-15,5,109
2024-08-15,3,37
2024-08-15,10,40
2024-08-15,10,65
2024-08-15,7,140
2024-08-15,5,109
2024-08-15,3,158.5
2024-08-15,10,40
2024-08-15,10,50
2024-08-15,10,40
2024-08-15,10,40
2024-08-15,11,28
2024-08-15,11,28
2024-08-15,1,160
2024-08-15,10,21
2024-08-15,10,38
2024-08-15,2,132
2024-08-15,5,109
2024-08-15,1,44
2024-08-15,3,160.5
2024-08-15,10,53
2024-08-15,1,88
2024-08-15,10,18
2024-08-15,4,308
2024-08-15,4,231
2024-08-15,4,231
2024-08-15,1,140
2024-08-15,5,330
2024-08-15,11,56
2024-08-15,11,56
2024-08-15,11,56
2024-08-15,11,56
2024-08-15,11,28
2024-08-15,11,28
